cluster_id,cluster_label,n_tables_in_cluster,table
0,dim | fat | cidadao,43,public.tb_dim_cidadao_pec_grupo
26,parte | bucal | odonto,15,public.tb_sextante
26,parte | bucal | odonto,15,public.tb_tecido_mole
26,parte | bucal | odonto,15,public.tb_tipo_parte_bucal
26,parte | bucal | odonto,15,public.tl_evolucao_odonto
26,parte | bucal | odonto,15,public.tl_evolucao_odonto_parte_bucal
27,alergia | substancia | no,14,public.rl_manifest_alergiaevolucao
27,alergia | substancia | no,14,public.ta_alergia
27,alergia | substancia | no,14,public.ta_alergia_evolucao
27,alergia | substancia | no,14,public.ta_manifest_alergiaevolucao
27,alergia | substancia | no,14,public.ta_substancia_espec_alergia
27,alergia | substancia | no,14,public.tb_alergia
27,alergia | substancia | no,14,public.tb_alergia_evolucao
27,alergia | substancia | no,14,public.tb_categ_substancia_alergia
27,alergia | substancia | no,14,public.tb_criticidade_alergia
27,alergia | substancia | no,14,public.tb_grau_certeza_alergia
27,alergia | substancia | no,14,public.tb_manifestacao_alergia
27,alergia | substancia | no,14,public.tb_substancia_cbara
27,alergia | substancia | no,14,public.tb_substancia_espec_alergia
27,alergia | substancia | no,14,public.tb_tipo_reacao_alergia
28,fenot | alter | neuro,7,public.ta_neuro_alter_fenot
28,fenot | alter | neuro,7,public.ta_neuro_alter_fenot_evolucao
28,fenot | alter | neuro,7,public.tb_neuro_alter_fenot
28,fenot | alter | neuro,7,public.tb_neuro_alter_fenot_detalhe
28,fenot | alter | neuro,7,public.tb_neuro_alter_fenot_evolucao
28,fenot | alter | neuro,7,public.tl_neuro_alter_fenot
28,fenot | alter | neuro,7,public.tl_neuro_alter_fenot_evolucao
29,natal | pre | gravidez,6,public.ta_atend_prof_pre_natal
29,natal | pre | gravidez,6,public.ta_pre_natal
29,natal | pre | gravidez,6,public.tb_atend_prof_pre_natal
29,natal | pre | gravidez,6,public.tb_pre_natal
29,natal | pre | gravidez,6,public.tl_atend_prof_pre_natal
29,natal | pre | gravidez,6,public.tl_pre_natal
30,situacao | presente | no,12,public.rl_cds_atend_dom_situacao_pres
30,situacao | presente | no,12,public.tb_cds_tipo_situacao_presente
30,situacao | presente | no,12,public.tb_dim_situacao_trabalho
30,situacao | presente | no,12,public.tb_dim_tipo_situacao_moradia
30,situacao | presente | no,12,public.tb_situacao_agendado
30,situacao | presente | no,12,public.tb_situacao_coroa
30,situacao | presente | no,12,public.tb_situacao_dado_recebido
30,situacao | presente | no,12,public.tb_situacao_face
30,situacao | presente | no,12,public.tb_situacao_localidade
30,situacao | presente | no,12,public.tb_situacao_raiz
30,situacao | presente | no,12,public.tb_tipo_situacao_moradia
30,situacao | presente | no,12,public.tl_cds_atend_dom_situacao_pres
31,risco | fator | neuro,9,public.ta_neuro_fator_risco
31,risco | fator | neuro,9,public.ta_neuro_fator_risco_evolucao
31,risco | fator | neuro,9,public.tb_classificacao_risco
31,risco | fator | neuro,9,public.tb_classificacao_risco_encam
31,risco | fator | neuro,9,public.tb_neuro_fator_risco
31,risco | fator | neuro,9,public.tb_neuro_fator_risco_detalhe
31,risco | fator | neuro,9,public.tb_neuro_fator_risco_evolucao
31,risco | fator | neuro,9,public.tl_neuro_fator_risco
31,risco | fator | neuro,9,public.tl_neuro_fator_risco_evolucao
32,lembrete | visibilidade | evolucao,7,public.ta_lembrete
32,lembrete | visibilidade | evolucao,7,public.ta_lembrete_evolucao
32,lembrete | visibilidade | evolucao,7,public.tb_lembrete
32,lembrete | visibilidade | evolucao,7,public.tb_lembrete_evolucao
32,lembrete | visibilidade | evolucao,7,public.tb_visibilidade_lembrete
32,lembrete | visibilidade | evolucao,7,public.tl_lembrete
32,lembrete | visibilidade | evolucao,7,public.tl_lembrete_evolucao
33,imunobiologico | fabricante | lote,9,public.ta_imunobiologico_lote
33,imunobiologico | fabricante | lote,9,public.tb_classe_imunobiologico
33,imunobiologico | fabricante | lote,9,public.tb_dim_dose_imunobiologico
33,imunobiologico | fabricante | lote,9,public.tb_dim_imunobiologico
33,imunobiologico | fabricante | lote,9,public.tb_dose_imunobiologico
33,imunobiologico | fabricante | lote,9,public.tb_imunobiologico
33,imunobiologico | fabricante | lote,9,public.tb_imunobiologico_fabricante
33,imunobiologico | fabricante | lote,9,public.tb_imunobiologico_lote
33,imunobiologico | fabricante | lote,9,public.tl_imunobiologico_lote
34,vacinacao | condicao | maternal,9,public.ta_vacinacao
34,vacinacao | condicao | maternal,9,public.tb_cds_vacinacao
34,vacinacao | condicao | maternal,9,public.tb_dim_condicao_maternal
34,vacinacao | condicao | maternal,9,public.tb_grupo_condicao_saude
34,vacinacao | condicao | maternal,9,public.tb_historico_dados_vacina
34,vacinacao | condicao | maternal,9,public.tb_tipo_registro_vacinacao
34,vacinacao | condicao | maternal,9,public.tb_vacinacao
34,vacinacao | condicao | maternal,9,public.tl_cds_vacinacao
34,vacinacao | condicao | maternal,9,public.tl_vacinacao
35,ad | modalidade | no,11,public.ta_ad_cidadao
35,ad | modalidade | no,11,public.tb_ad_cidadao
35,ad | modalidade | no,11,public.tb_ad_destino
35,ad | modalidade | no,11,public.tb_ad_modalidade
35,ad | modalidade | no,11,public.tb_ad_origem
35,ad | modalidade | no,11,public.tb_ad_tipo_elegivel
35,ad | modalidade | no,11,public.tb_ad_tipo_inelegivel
35,ad | modalidade | no,11,public.tb_dim_conduta_ad
35,ad | modalidade | no,11,public.tb_dim_modalidade_ad
35,ad | modalidade | no,11,public.tl_ad_cidadao
35,ad | modalidade | no,11,public.tl_ad_cidadao_historico
36,no | sg | equipe,27,public.rl_unidade_medida_dose
36,no | sg | equipe,27,public.ta_equipe
36,no | sg | equipe,27,public.ta_ivcf
36,no | sg | equipe,27,public.ta_vinculacao_equipes
36,no | sg | equipe,27,public.tb_beneficio
36,no | sg | equipe,27,public.tb_cid10
36,no | sg | equipe,27,public.tb_complexidade
36,no | sg | equipe,27,public.tb_conselho_classe
36,no | sg | equipe,27,public.tb_dim_uf
36,no | sg | equipe,27,public.tb_dim_vinculacao_equipes
36,no | sg | equipe,27,public.tb_equipe
36,no | sg | equipe,27,public.tb_escolaridade
36,no | sg | equipe,27,public.tb_funcao_social
36,no | sg | equipe,27,public.tb_ivcf
36,no | sg | equipe,27,public.tb_local_ocorrencia
36,no | sg | equipe,27,public.tb_pais
36,no | sg | equipe,27,public.tb_povo_comunidade_tradicional
36,no | sg | equipe,27,public.tb_raca_cor
36,no | sg | equipe,27,public.tb_sexo
36,no | sg | equipe,27,public.tb_tipo_area
36,no | sg | equipe,27,public.tb_tipo_equipe
36,no | sg | equipe,27,public.tb_tipo_localidade
36,no | sg | equipe,27,public.tb_tipo_paridade
36,no | sg | equipe,27,public.tb_uf
36,no | sg | equipe,27,public.tb_unidade_medida
36,no | sg | equipe,27,public.tb_vinculacao_equipes
36,no | sg | equipe,27,public.tl_equipe
37,cuidado | prioridade | compartilhado,10,public.ta_cuidado_compartilhado
37,cuidado | prioridade | compartilhado,10,public.ta_cuidado_compartilhado_evol
37,cuidado | prioridade | compartilhado,10,public.tb_agend_compartilhado
37,cuidado | prioridade | compartilhado,10,public.tb_classificacao_prioridade_cc
37,cuidado | prioridade | compartilhado,10,public.tb_conduta_cuidado_compartilhd
37,cuidado | prioridade | compartilhado,10,public.tb_cuidado_compartilhado
37,cuidado | prioridade | compartilhado,10,public.tb_cuidado_compartilhado_evol
37,cuidado | prioridade | compartilhado,10,public.tb_cuidado_finalizacao_auto
37,cuidado | prioridade | compartilhado,10,public.tb_dim_conduta_cuidado
37,cuidado | prioridade | compartilhado,10,public.tb_dim_prioridade_cuidado
38,antecedente | historico | item,9,public.ta_antecedente_historico
38,antecedente | historico | item,9,public.ta_antecedente_item
38,antecedente | historico | item,9,public.ta_prof_historico_cns
38,antecedente | historico | item,9,public.tb_antecedente_historico
38,antecedente | historico | item,9,public.tb_antecedente_item
38,antecedente | historico | item,9,public.tb_antecedente_tipo_item
38,antecedente | historico | item,9,public.tb_prof_historico_cns
38,antecedente | historico | item,9,public.tl_antecedente_historico
38,antecedente | historico | item,9,public.tl_antecedente_item
39,agenda | cfg | horario,15,public.ta_cfg_agenda
39,agenda | cfg | horario,15,public.ta_cfg_agenda_detalhe
39,agenda | cfg | horario,15,public.ta_cfg_agenda_municipal
39,agenda | cfg | horario,15,public.ta_cfg_agenda_online_detalhe
39,agenda | cfg | horario,15,public.ta_config_agenda_fechamento
39,agenda | cfg | horario,15,public.ta_lotacao
39,agenda | cfg | horario,15,public.tb_cfg_agenda
39,agenda | cfg | horario,15,public.tb_cfg_agenda_detalhe
39,agenda | cfg | horario,15,public.tb_cfg_agenda_municipal
39,agenda | cfg | horario,15,public.tb_cfg_agenda_online_detalhe
39,agenda | cfg | horario,15,public.tb_config_agenda_fechamento
39,agenda | cfg | horario,15,public.tb_lotacao
39,agenda | cfg | horario,15,public.tb_tipo_cfg_agenda
39,agenda | cfg | horario,15,public.tl_config_agenda_detalhe
39,agenda | cfg | horario,15,public.tl_lotacao
40,cns | cidadao | nu,13,public.ta_cidadao_grupo
40,cns | cidadao | nu,13,public.tb_cidadao_grupo
40,cns | cidadao | nu,13,public.tb_historico_cabecalho
40,cns | cidadao | nu,13,public.tb_historico_dados_exames
40,cns | cidadao | nu,13,public.tb_historico_dados_fad
40,cns | cidadao | nu,13,public.tb_historico_dados_fae
40,cns | cidadao | nu,13,public.tb_historico_dados_fai
40,cns | cidadao | nu,13,public.tb_historico_dados_fao
40,cns | cidadao | nu,13,public.tb_historico_dados_fcc
40,cns | cidadao | nu,13,public.tb_historico_dados_proced
40,cns | cidadao | nu,13,public.tb_processamento_historico
40,cns | cidadao | nu,13,public.tl_cidadao_grupo
40,cns | cidadao | nu,13,public.tl_cns
41,terra | posse | indigena,5,public.tb_aldeia
41,terra | posse | indigena,5,public.tb_dim_tipo_posse_terra
41,terra | posse | indigena,5,public.tb_terra_indigena
41,terra | posse | indigena,5,public.tb_tipo_posse_terra
41,terra | posse | indigena,5,public.tb_tipo_terra
42,medicamento | receita | continuo,13,public.ta_medicamento_uso_continuo
42,medicamento | receita | continuo,13,public.ta_receita_medicamento
42,medicamento | receita | continuo,13,public.tb_aplicacao_medicamento
42,medicamento | receita | continuo,13,public.tb_cds_adm_medicamento
42,medicamento | receita | continuo,13,public.tb_lista_medicamento
42,medicamento | receita | continuo,13,public.tb_medicamento_uso_continuo
42,medicamento | receita | continuo,13,public.tb_receita_medicamento
42,medicamento | receita | continuo,13,public.tb_receita_tipo_frequencia
42,medicamento | receita | continuo,13,public.tb_tipo_receita
42,medicamento | receita | continuo,13,public.tl_aplicacao_medicamento
42,medicamento | receita | continuo,13,public.tl_medicamento_uso_continuo
42,medicamento | receita | continuo,13,public.tl_receita
42,medicamento | receita | continuo,13,public.tl_receita_medicamento
43,prof | atend | co,39,public.rl_arquivo_atendprof
43,prof | atend | co,39,public.rl_atend_prof_conduta
43,prof | atend | co,39,public.ta_agend_compartilhado
43,prof | atend | co,39,public.ta_arquivo
43,prof | atend | co,39,public.ta_arquivo_atendprof
43,prof | atend | co,39,public.ta_atend_prof_conduta
43,prof | atend | co,39,public.ta_atend_prof_puericultura
43,prof | atend | co,39,public.ta_atestado
43,prof | atend | co,39,public.ta_atestado_modelo
43,prof | atend | co,39,public.ta_evolucao_avaliacao
43,prof | atend | co,39,public.ta_evolucao_objetivo
43,prof | atend | co,39,public.ta_evolucao_plano
43,prof | atend | co,39,public.ta_evolucao_subjetivo
43,prof | atend | co,39,public.ta_odontograma
43,prof | atend | co,39,public.ta_periograma_simplificado
43,prof | atend | co,39,public.ta_retificacao_atend
43,prof | atend | co,39,public.tb_arquivo
43,prof | atend | co,39,public.tb_atend_prof_puericultura
43,prof | atend | co,39,public.tb_atestado
43,prof | atend | co,39,public.tb_atestado_modelo
43,prof | atend | co,39,public.tb_auditoria_evento
43,prof | atend | co,39,public.tb_especialidade_sisreg
43,prof | atend | co,39,public.tb_evolucao_avaliacao
43,prof | atend | co,39,public.tb_evolucao_objetivo
43,prof | atend | co,39,public.tb_evolucao_plano
43,prof | atend | co,39,public.tb_evolucao_subjetivo
43,prof | atend | co,39,public.tb_mchat
43,prof | atend | co,39,public.tb_odontograma
43,prof | atend | co,39,public.tb_periograma_simplificado
43,prof | atend | co,39,public.tb_revisao
43,prof | atend | co,39,public.tb_tipo_atend_prof
43,prof | atend | co,39,public.tl_atend_prof_conduta
43,prof | atend | co,39,public.tl_atend_prof_puericultura
43,prof | atend | co,39,public.tl_atestado
43,prof | atend | co,39,public.tl_evolucao_avaliacao
43,prof | atend | co,39,public.tl_evolucao_objetivo
43,prof | atend | co,39,public.tl_evolucao_plano
43,prof | atend | co,39,public.tl_evolucao_subjetivo
43,prof | atend | co,39,public.tl_odontograma
44,justificativa | acesso | usuario,11,public.ta_justificativa_agenda
44,justificativa | acesso | usuario,11,public.ta_usuario
44,justificativa | acesso | usuario,11,public.tb_arquivo_temporario
44,justificativa | acesso | usuario,11,public.tb_cirurgias_internacoes
44,justificativa | acesso | usuario,11,public.tb_historico_acesso
44,justificativa | acesso | usuario,11,public.tb_justificativa_agenda
44,justificativa | acesso | usuario,11,public.tb_justificativa_prontuario
44,justificativa | acesso | usuario,11,public.tb_tipo_acesso_domicilio
44,justificativa | acesso | usuario,11,public.tb_usuario
44,justificativa | acesso | usuario,11,public.tl_justificativa_prontuario
44,justificativa | acesso | usuario,11,public.tl_usuario
45,dente | coroa | evolucaodente,7,public.rl_situacaoface_evolucaodente
45,dente | coroa | evolucaodente,7,public.rl_situacaoraiz_evolucaodente
45,dente | coroa | evolucaodente,7,public.ta_evolucao_dente
45,dente | coroa | evolucaodente,7,public.ta_situacaoface_evolucaodente
45,dente | coroa | evolucaodente,7,public.ta_situacaoraiz_evolucaodente
45,dente | coroa | evolucaodente,7,public.tb_evolucao_dente
45,dente | coroa | evolucaodente,7,public.tl_evolucao_dente
46,parentesco | grau | dim,2,public.tb_dim_tipo_parentesco
46,parentesco | grau | dim,2,public.tb_grau_parentesco
47,transp | dado | lote,19,public.ta_nodo
47,transp | dado | lote,19,public.tb_dado_rel_processamento
47,transp | dado | lote,19,public.tb_dado_transp
47,transp | dado | lote,19,public.tb_dado_transp_recebido
47,transp | dado | lote,19,public.tb_dim_tipo_origem_dado_transp
47,transp | dado | lote,19,public.tb_lote_transp
47,transp | dado | lote,19,public.tb_lote_transp_historico_exprt
47,transp | dado | lote,19,public.tb_lote_transp_item
47,transp | dado | lote,19,public.tb_lote_transp_item_nodo
47,transp | dado | lote,19,public.tb_lote_transp_nodo
47,transp | dado | lote,19,public.tb_nodo
47,transp | dado | lote,19,public.tb_processamento_dom_cid
47,transp | dado | lote,19,public.tb_processamento_hist_cds
47,transp | dado | lote,19,public.tb_recebimento_item
47,transp | dado | lote,19,public.tb_recebimento_lote
47,transp | dado | lote,19,public.tb_relatorio_processamento
47,transp | dado | lote,19,public.tb_situacao_lote_transp_nodo
47,transp | dado | lote,19,public.tb_tipo_dado_transp
47,transp | dado | lote,19,public.tb_tipo_origem_dado_transp
48,proced | odonto | atend,15,public.rl_atend_proced
48,proced | odonto | atend,15,public.rl_cds_atend_dom_proced
48,proced | odonto | atend,15,public.rl_cds_atend_odonto_proced
48,proced | odonto | atend,15,public.rl_evolucao_odonto_proced
48,proced | odonto | atend,15,public.rl_proced_cds_proced
48,proced | odonto | atend,15,public.rl_tipo_atend_proced_automatic
48,proced | odonto | atend,15,public.rl_tipo_consulta_odnt_prc_auto
48,proced | odonto | atend,15,public.ta_atend_proced
48,proced | odonto | atend,15,public.ta_evolucao_odonto_proced
48,proced | odonto | atend,15,public.tb_proced_automatico
48,proced | odonto | atend,15,public.tb_proced_filtro
48,proced | odonto | atend,15,public.tl_atend_proced
48,proced | odonto | atend,15,public.tl_cds_atend_dom_proced
48,proced | odonto | atend,15,public.tl_evolucao_odonto_proced
48,proced | odonto | atend,15,public.tl_proced_cds_proced
49,qst | questionario | marcador,8,public.ta_marcador_consumo_alimentar
49,qst | questionario | marcador,8,public.ta_resposta_mca
49,qst | questionario | marcador,8,public.tb_marcador_consumo_alimentar
49,qst | questionario | marcador,8,public.tb_qst_questionario
49,qst | questionario | marcador,8,public.tb_qst_questionario_respondido
49,qst | questionario | marcador,8,public.tb_qst_tipo_questionario
49,qst | questionario | marcador,8,public.tb_resposta_mca
49,qst | questionario | marcador,8,public.tl_qst_questionario_respondido
50,notificacao | sinan | topico,7,public.rl_inscrito_topico_notificacao
50,notificacao | sinan | topico,7,public.ta_sinan_notificacao_evolucao
50,notificacao | sinan | topico,7,public.tb_sinan_notificacao
50,notificacao | sinan | topico,7,public.tb_sinan_notificacao_evolucao
50,notificacao | sinan | topico,7,public.tb_tipo_topico_notificacao
50,notificacao | sinan | topico,7,public.tb_topico_notificacao
50,notificacao | sinan | topico,7,public.tl_sinan_notificacao_evolucao
51,orientacao | prof | co,5,public.ta_orientacao
51,orientacao | prof | co,5,public.tb_dim_tipo_orientacao_sexual
51,orientacao | prof | co,5,public.tb_orientacao
51,orientacao | prof | co,5,public.tb_qst_orientacao_prof
51,orientacao | prof | co,5,public.tl_orientacao
52,logradouro | nu | responsavel,14,public.ta_cds_domicilio
52,logradouro | nu | responsavel,14,public.ta_cidadao
52,logradouro | nu | responsavel,14,public.tb_acomp_cidadaos_vinculados
52,logradouro | nu | responsavel,14,public.tb_cds_aval_elegibilidade
52,logradouro | nu | responsavel,14,public.tb_cds_cad_domiciliar
52,logradouro | nu | responsavel,14,public.tb_cds_cad_individual
52,logradouro | nu | responsavel,14,public.tb_cds_domicilio
52,logradouro | nu | responsavel,14,public.tb_cidadao
52,logradouro | nu | responsavel,14,public.tb_fat_cad_domiciliar
52,logradouro | nu | responsavel,14,public.tl_cds_aval_elegibilidade
52,logradouro | nu | responsavel,14,public.tl_cds_cad_domiciliar
52,logradouro | nu | responsavel,14,public.tl_cds_cad_individual
52,logradouro | nu | responsavel,14,public.tl_cds_domicilio
52,logradouro | nu | responsavel,14,public.tl_cidadao
53,domicilio | familia | familiar,14,public.ta_animais_domicilio
53,domicilio | familia | familiar,14,public.tb_animais_domicilio
53,domicilio | familia | familiar,14,public.tb_cds_domicilio_familia
53,domicilio | familia | familiar,14,public.tb_cidadao_bolsa_familia
53,domicilio | familia | familiar,14,public.tb_cidadao_nucleo_familiar
53,domicilio | familia | familiar,14,public.tb_familia
53,domicilio | familia | familiar,14,public.tb_fat_familia
53,domicilio | familia | familiar,14,public.tb_fat_familia_territorio
53,domicilio | familia | familiar,14,public.tb_importacao_bolsa_familia
53,domicilio | familia | familiar,14,public.tb_renda_familiar
53,domicilio | familia | familiar,14,public.tb_tipo_domicilio
53,domicilio | familia | familiar,14,public.tl_cds_domicilio_familia
53,domicilio | familia | familiar,14,public.tl_cidadao_nucleo_familiar
53,domicilio | familia | familiar,14,public.tl_familia
54,ator | papel | co,23,public.rl_ator_papel_perfil
54,ator | papel | co,23,public.rl_prof_municipio
54,ator | papel | co,23,public.rl_unidade_saude_complexidade
54,ator | papel | co,23,public.ta_adm_geral
54,ator | papel | co,23,public.ta_adm_municipal
54,ator | papel | co,23,public.ta_ator_papel
54,ator | papel | co,23,public.ta_ator_papel_perfil
54,ator | papel | co,23,public.ta_gestor_municipal
54,ator | papel | co,23,public.ta_unidade_saude_complexidade
54,ator | papel | co,23,public.tb_adm_geral
54,ator | papel | co,23,public.tb_adm_municipal
54,ator | papel | co,23,public.tb_agenda_fixada_ator_papel
54,ator | papel | co,23,public.tb_ator
54,ator | papel | co,23,public.tb_ator_papel
54,ator | papel | co,23,public.tb_gestor_municipal
54,ator | papel | co,23,public.tl_adm_geral
54,ator | papel | co,23,public.tl_adm_municipal
54,ator | papel | co,23,public.tl_ator
54,ator | papel | co,23,public.tl_ator_papel
54,ator | papel | co,23,public.tl_ator_papel_perfil
54,ator | papel | co,23,public.tl_papel
54,ator | papel | co,23,public.tl_prof_municipio
54,ator | papel | co,23,public.tl_unidade_saude_complexidade
55,localizacao | tipo | dim,2,public.tb_dim_tipo_localizacao
55,localizacao | tipo | dim,2,public.tb_tipo_localizacao
56,vig | aval | cds,10,public.rl_cds_atend_odont_tip_vig_buc
56,vig | aval | cds,10,public.rl_cds_aval_eleg_ad_tipo_inelg
56,vig | aval | cds,10,public.rl_cds_aval_eleg_cds_situc_prs
56,vig | aval | cds,10,public.rl_evol_aval_tp_vig_saude_bucl
56,vig | aval | cds,10,public.ta_evol_aval_tp_vig_saude_bucl
56,vig | aval | cds,10,public.tb_cds_tipo_vig_saude_bucal
56,vig | aval | cds,10,public.tl_cds_atend_odont_tip_vig_buc
56,vig | aval | cds,10,public.tl_cds_aval_eleg_ad_tipo_inelg
56,vig | aval | cds,10,public.tl_cds_aval_eleg_cds_situc_prs
56,vig | aval | cds,10,public.tl_evol_aval_tp_vig_saude_bucl
57,no | tb | tipo,63,public.TB_MIGRACAO_DADOS
57,no | tb | tipo,63,public.rl_aldeia_localidade
57,no | tb | tipo,63,public.rl_tecido_mole_lesao
57,no | tb | tipo,63,public.ta_ativacao_agendamento_online
57,no | tb | tipo,63,public.ta_atividade_coletiva
57,no | tb | tipo,63,public.tb_alim_bebida
57,no | tb | tipo,63,public.tb_ativacao_agendamento_online
57,no | tb | tipo,63,public.tb_atividade_coletiva
57,no | tb | tipo,63,public.tb_categoria_agente_causador
57,no | tb | tipo,63,public.tb_categoria_arquivo_atendprof
57,no | tb | tipo,63,public.tb_cds_aleitamento_materno
57,no | tb | tipo,63,public.tb_cds_pic
57,no | tb | tipo,63,public.tb_cds_tipo_conduta
57,no | tb | tipo,63,public.tb_cds_tipo_cuidador
57,no | tb | tipo,63,public.tb_cds_tipo_imovel
57,no | tb | tipo,63,public.tb_cronicidade
57,no | tb | tipo,63,public.tb_dado_recebido_info_instalac
57,no | tb | tipo,63,public.tb_dia_semana
57,no | tb | tipo,63,public.tb_estado_civil
57,no | tb | tipo,63,public.tb_etl_auxiliar_number
57,no | tb | tipo,63,public.tb_etnia
57,no | tb | tipo,63,public.tb_fat_rel_op_gestante
57,no | tb | tipo,63,public.tb_gravidade
57,no | tb | tipo,63,public.tb_inep
57,no | tb | tipo,63,public.tb_lista_espera_motivo_saida
57,no | tb | tipo,63,public.tb_migracao
57,no | tb | tipo,63,public.tb_migracao_estrutura
57,no | tb | tipo,63,public.tb_migracao_trava
57,no | tb | tipo,63,public.tb_motivo_reserva
57,no | tb | tipo,63,public.tb_nacionalidade
57,no | tb | tipo,63,public.tb_opcoes_result_exm_qlitativo
57,no | tb | tipo,63,public.tb_origem
57,no | tb | tipo,63,public.tb_periodo
57,no | tb | tipo,63,public.tb_pratica_saude
57,no | tb | tipo,63,public.tb_processo
57,no | tb | tipo,63,public.tb_racionalidade_saude
57,no | tb | tipo,63,public.tb_recebimento_validacao_erros
57,no | tb | tipo,63,public.tb_refresh_token
57,no | tb | tipo,63,public.tb_rel_fichas_config
57,no | tb | tipo,63,public.tb_report_etl_configs
57,no | tb | tipo,63,public.tb_tecido_mole_lesao
57,no | tb | tipo,63,public.tb_tema_reuniao
57,no | tb | tipo,63,public.tb_tema_saude
57,no | tb | tipo,63,public.tb_tipo_abastecimento_agua
57,no | tb | tipo,63,public.tb_tipo_agendamento
57,no | tb | tipo,63,public.tb_tipo_agravo
57,no | tb | tipo,63,public.tb_tipo_atividade
57,no | tb | tipo,63,public.tb_tipo_destino_lixo
57,no | tb | tipo,63,public.tb_tipo_edema
57,no | tb | tipo,63,public.tb_tipo_encam_interno
57,no | tb | tipo,63,public.tb_tipo_endereco
57,no | tb | tipo,63,public.tb_tipo_escoamento_sanitar
57,no | tb | tipo,63,public.tb_tipo_glicemia
57,no | tb | tipo,63,public.tb_tipo_gravidez
57,no | tb | tipo,63,public.tb_tipo_material_parede
57,no | tb | tipo,63,public.tb_tipo_opcao
57,no | tb | tipo,63,public.tb_tipo_origem_energia_eletric
57,no | tb | tipo,63,public.tb_tipo_parto
57,no | tb | tipo,63,public.tb_tipo_tratamento_agua
57,no | tb | tipo,63,public.tb_titulo_patente
57,no | tb | tipo,63,public.tb_unidade_medida_tempo
57,no | tb | tipo,63,public.tl_configperiodo_diasemana
57,no | tb | tipo,63,public.tl_configuracao_horario
58,vacina | vacinacao | anvisa,9,public.rl_via_adm_local_apl_vacina
58,vacina | vacinacao | anvisa,9,public.ta_registro_vacinacao
58,vacina | vacinacao | anvisa,9,public.tb_cds_vacina
58,vacina | vacinacao | anvisa,9,public.tb_fat_vacinacao_vacina
58,vacina | vacinacao | anvisa,9,public.tb_local_apl_vacina
58,vacina | vacinacao | anvisa,9,public.tb_registro_vacinacao
58,vacina | vacinacao | anvisa,9,public.tb_via_adm_vacina
58,vacina | vacinacao | anvisa,9,public.tl_cds_vacina
58,vacina | vacinacao | anvisa,9,public.tl_registro_vacinacao
